"","HOST_INSTITUTION_CDE","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"1981","PL WROCLAW08",21,1538.37209302326,35.8139534883721,5.61627906976744,1,5,43,15,1
"1982","PL WROCLAW12",22,1229.5,34.6666666666667,4.92307692307692,3,11,39,18,1
"1983","PL WROCLAW13",22,1665.25333333333,41.3333333333333,6.08333333333333,2,3,3,3,1
"1984","PL WROCLAW14",22,908.097826086957,40.7391304347826,5.56521739130435,1,11,23,8,1
"1985","PL WROCLAW15",21.5,1982.8703125,31.0625,4.859375,3,4,16,9,1
"1986","PL WROCLAW16",23,950.3,30,5,1,1,3,1,1
"1987","PL WROCLAW20",21,1214.64285714286,35,6.60714285714286,1,5,7,5,1
"1988","PL WROCLAW21",31,948,30,3,1,1,1,1,1
"1989","PL WROCLAW23",25,2559.875,46.5,6.75,1,1,2,2,1
"1990","PL WROCLAW25",22.5,1176.5,23.25,3.875,1,2,4,2,1
"1991","PL XX",21,1573.37121212121,33.2727272727273,4.84090909090909,2,13,33,9,1
"1992","PL ZAMOSC01",23.5,1121.25,30,3.25,1,1,2,1,1
"1993","PL ZAMOSC03",25.5,1293.75,30,3.75,1,1,2,1,1
"1994","PL ZIELONA01",22,1136.38631578947,33.6315789473684,6.13157894736842,2,10,19,11,1
"1995","RO ALBAIU01",22,1921.0303030303,39.4848484848485,5.4469696969697,1,14,33,8,1
"1996","RO ARAD01",23,1236.0625,41.5,5.796875,2,9,16,5,1
"1997","RO BACAU01",24,1244.81818181818,34.8181818181818,6.27272727272727,2,5,11,6,1
"1998","RO BRASOV01",23,1147.84936363636,35.5818181818182,6.05454545454545,4,29,110,42,2
"1999","RO BRASOV03",23,756,8,3,1,1,1,1,1
"2000","RO BUCURES02",23,933.714285714286,16.4285714285714,3.42857142857143,2,4,7,4,1
"2001","RO BUCURES03",21,1277.5,15,3.25,1,1,1,1,1
"2002","RO BUCURES04",22,1104.58507462687,32.4328358208955,6.00373134328358,3,7,67,28,1
"2003","RO BUCURES06",20,1211.25,17.6666666666667,7.25,3,2,6,3,1
"2004","RO BUCURES07",23,1695.61090909091,50.6363636363636,8.54545454545454,2,2,22,11,1
"2005","RO BUCURES08",23,1336.5,39.4,8.4,2,2,5,2,1
"2006","RO BUCURES09",22,1279.78591304348,38.4,6.42391304347826,3,29,115,60,2
"2007","RO BUCURES10",23.5,1603.653,34.7,9.275,2,3,10,4,1
"2008","RO BUCURES11",22.5,1113.96836956522,34.3695652173913,5.70652173913043,4,15,92,35,1
"2009","RO BUCURES12",24,1776.66666666667,43.6666666666667,7.25,1,1,3,2,1
"2010","RO BUCURES13",23,1331.875,46.6875,6.59375,3,5,16,5,1
"2011","RO BUCURES16",22.5,1711.25,65,9.25,1,1,2,1,1
"2012","RO BUCURES18",20,1690,24.6666666666667,4.66666666666667,1,2,3,2,1
"2013","RO BUCURES20",20,1560,21,5,1,1,3,1,1
"2014","RO BUCURES25",21,967,30.3333333333333,4.41666666666667,1,2,3,2,1
"2015","RO BUCURES29",24,910.898571428571,27.5,4.28571428571429,2,4,14,8,1
"2016","RO BUCURES31",21.5,1636.25,53.25,7.75,1,3,4,2,1
"2017","RO CLUJNAP01",22,1339.14823529412,36.0106951871658,5.87566844919786,4,37,187,87,2
"2018","RO CLUJNAP03",22,1358.33978723404,36.6382978723404,6.22872340425532,4,4,47,22,1
"2019","RO CLUJNAP04",22.5,1769.88227272727,53.8636363636364,8.19318181818182,1,6,22,12,1
"2020","RO CLUJNAP05",22,1496.7331884058,33.3478260869565,5.64130434782609,3,16,69,29,1
"2021","RO Clujnap06",23,1350,30,4.5,1,1,1,1,1
"2022","RO CLUJNAP06",23,1358.75714285714,30.3142857142857,5,2,5,35,20,1
"2023","RO CONSTAN02",23,1210.75806451613,31.3225806451613,4.95161290322581,3,11,31,15,1
"2024","RO CRAIOVA01",22,1046.92380952381,32.8571428571429,5.14285714285714,3,14,21,12,1
"2025","RO CRAIOVA02",21,1232.4,29,3.95,1,1,5,1,1
"2026","RO GALATI01",24,1376.79444444444,44.037037037037,7.2037037037037,4,7,27,10,1
"2027","RO GALATI02",21,1260,29,3.5,1,1,1,1,1
"2028","RO IASI01",24,885.5,42,6.55,3,1,5,3,1
"2029","RO IASI02",22,1388.74845,42.4,6.3525,5,29,100,39,2
"2030","RO IASI03",24,1368.18181818182,68.1818181818182,8.75,2,3,11,3,1
"2031","RO IASI04",23.5,1517.156875,46.625,7.8125,3,3,16,7,1
"2032","RO IASI05",23,1279.00127659574,41.4255319148936,7.07446808510638,3,11,47,21,1
"2033","RO ORADEA01",22,1478.1826,38.67,5.66,3,35,100,39,2
"2034","RO ORADEA02",21.5,1227.625,28.9375,4.546875,3,7,16,5,1
"2035","RO PITESTI01",23,1084.845,45.8,5.95,2,7,10,7,1
"2036","RO PITESTI02",21,1498.40666666667,31.4444444444444,4.22222222222222,1,3,9,3,1
"2037","RO PLOIEST01",21,1339,35.6571428571429,4.77142857142857,2,5,35,3,1
"2038","RO RESITA01",23,1133.33333333333,21.6666666666667,3.83333333333333,2,3,3,3,1
"2039","RO SIBIU01",22,1681.98255319149,37.8510638297872,6.11170212765957,4,17,47,13,1
"2040","RO SIBIU03",22,756,19,3,1,1,1,1,1
"2041","RO SUCEAVA01",21.5,1376.08333333333,37.3333333333333,5.45833333333333,1,5,12,5,1
"2042","RO TARGOVI01",24,942.5,50.8,7.25,2,3,5,3,1
"2043","RO TARGU01",21.5,1690,44,6,1,2,2,2,1
"2044","RO TARGU02",21.5,959.37375,21.125,3.90625,2,2,8,3,1
"2045","RO TARGU03",22,1070.82608695652,35.0869565217391,4.5,2,8,23,7,1
"2046","RO TARGU04",22.5,1286.36333333333,34.6666666666667,4.375,1,4,6,4,1
"2047","RO TARGU05",26,1248,30,4,1,1,1,1,1
"2048","RO TIMISOA01",22,1304.34361445783,42.0722891566265,6.88253012048193,4,34,83,37,2
"2049","RO TIMISOA02",23.5,1346.345,25.8333333333333,6.5,2,2,6,2,1
"2050","RO TIMISOA03",25,1602.16666666667,25.3333333333333,4.38888888888889,1,4,9,4,1
"2051","RO TIMISOA04",23,1277.95018518519,37.1851851851852,6.40277777777778,3,9,54,19,1
"2052","S  BORAS01",23,1249.34779527559,29.0866141732283,4.80905511811024,3,21,127,54,1
"2053","S  FALUN01",22,1524.87667808219,35.6541095890411,6.10873287671233,3,35,292,92,2
"2054","S  FARSTA01",23.5,690,0,3,1,1,2,1,1
"2055","S  GAVLE01",22,1394.70230088496,34.6725663716814,6.22787610619469,3,24,113,38,2
"2056","S  GOTEBOR01",22,1349.97447986577,31.8422818791946,5.77852348993289,5,67,596,215,2
"2057","S  GOTEBOR02",23,1351.3638336714,34.7139959432049,6.13793103448276,4,37,493,116,2
"2058","S  HALMSTA01",22,1633.70609756098,36.9512195121951,5.9890243902439,2,40,205,63,2
"2059","S  HUDDING01",22,1386.32796460177,37.0796460176991,5.66814159292035,2,23,113,45,1
"2060","S  JONKOPI01",22,1249.55072886297,31.7667638483965,5.28717201166181,5,49,343,118,2
"2061","S  KARLSKR01",23,2280.32723214286,36.5535714285714,6.54017857142857,3,16,112,38,1
"2062","S  KARLSTA01",22,1351.88722727273,31.9909090909091,5.58977272727273,3,38,220,101,2
"2063","S  KRISTIA01",22,1306.8839047619,29.3238095238095,5.04761904761905,2,29,105,44,2
"2064","S  LINKOPI01",22,1335.28043316832,34.1707920792079,5.9792698019802,4,66,808,217,2
"2065","S  LULEA01",22,1332.17513157895,36.9473684210526,5.90049342105263,5,29,304,74,2
"2066","S  LUND01",22,1473.31588528678,35.4326683291771,6.14307980049875,7,67,802,247,2
"2067","S  MALMO01",22,1555.21292134831,32.0898876404494,5.51123595505618,4,36,178,75,2
"2068","S  MIDSWED01",23,1326.30863013699,32.8835616438356,5.56164383561644,3,34,146,50,2
"2069","S  OREBRO01",22,1362.01475,34.54375,5.8375,2,30,160,58,2
"2070","S  SKOVDE01",23,1113.54287234043,39.936170212766,7.18617021276596,3,20,94,27,1
"2071","S  STOCKHO01",22,1471.561546875,34.959375,6.194140625,7,61,640,208,2
"2072","S  STOCKHO03",23,1251.79603448276,27.301724137931,4.81034482758621,3,17,116,45,1
"2073","S  STOCKHO04",22.5,1517.01778503563,39.8456057007126,6.88093824228029,4,48,842,144,2
"2074","S  STOCKHO05",23,1172.163,30.6571428571429,4.69285714285714,1,9,70,21,1
"2075","S  STOCKHO06",22.5,1050.4175,24.75,4,2,1,8,3,1
"2076","S  STOCKHO09",24,1380.35857142857,24.5714285714286,4.96428571428571,1,3,14,12,1
"2077","S  Stockho10",22,1200,30,4,1,1,1,1,1
"2078","S  STOCKHO10",22,1472,12,4,1,1,1,1,1
"2079","S  STOCKHO11",24,3157.0342173913,43.4782608695652,7.21739130434783,2,2,23,19,1
"2080","S  STOCKHO15",22,1387.78,30,4,1,1,1,1,1
"2081","S  STOCKHO18",22,616,16.8,3.4,2,1,5,3,1
"2082","S  STOCKHO20",22.5,1066.25,25.25,5,2,1,4,3,1
"2083","S  STOCKHO21",24,106.9,20,5,1,3,3,2,1
"2084","S  TROLLHA01",22,1439.21571428571,30.3775510204082,5.25510204081633,2,28,98,35,2
"2085","S  UMEA01",22,1467.15357293869,33.6448202959831,5.77061310782241,6,63,473,149,2
"2086","S  UPPSALA01",22,1605.5944587156,34.5045871559633,6.15045871559633,8,54,545,178,2
"2087","S  UPPSALA02",23,1438.98982905983,31.2735042735043,5.5,2,16,117,33,1
"2088","S  VASTERA01",22,1434.70613744076,36.1611374407583,5.93364928909953,2,33,211,69,2
"2089","S  VAXJO03",22,1475.65076848249,35.0350194552529,5.715953307393,4,53,514,187,2
"2090","S  VISBY01",22,1634.68666666667,29.8,5.11666666666667,1,9,15,11,1
"2091","S  XX",21,2326.85294117647,32.8823529411765,5.77941176470588,2,8,17,8,1
"2092","SF ESPOO12",23,1231.47780246914,31.3777777777778,5.62901234567901,2,43,405,152,2
"2093","SF HAMEENL09",22,1289.31961904762,27.7428571428571,4.5,3,33,105,49,2
"2094","SF HELSINK01",22,1342.75837563452,29.9001692047377,5.60279187817259,4,72,591,212,2
"2095","SF HELSINK03",22.5,1085.04704081633,28.8877551020408,4.58673469387755,4,12,98,42,1
"2096","SF HELSINK05",23,1955.655,40.4333333333333,7.575,3,5,30,22,1
"2097","SF HELSINK07",26,1054.32,27,5.5,2,2,4,4,1
"2098","SF HELSINK19",22,1107.69869565217,27.2173913043478,4.56521739130435,3,3,23,10,1
"2099","SF HELSINK30",25.5,1237.71571428571,28.0714285714286,4.89285714285714,2,3,14,10,1
"2100","SF HELSINK39",22,1228.22575757576,36.969696969697,5.68939393939394,2,11,33,15,1
"2101","SF HELSINK40",21,1169.03264705882,32.8578431372549,5.09803921568627,2,23,204,69,2
"2102","SF HELSINK41",22,1298.3553125,32.7142857142857,5.19642857142857,2,44,224,92,2
"2103","SF JOENSUU09",21,1310.4806557377,27.327868852459,4.83196721311475,2,18,61,32,1
"2104","SF JYVASKY01",22,1248.84216,29.568,5.114,4,43,250,107,2
"2105","SF JYVASKY11",22,1235.70640776699,31.9126213592233,4.9745145631068,2,29,206,70,2
"2106","SF KAJAANI05",21,1517.56852459016,33.1639344262295,5.18852459016393,1,12,61,22,1
"2107","SF KAUNIAI03",21.5,1248.315,27.7894736842105,4.61184210526316,1,17,38,18,1
"2108","SF KEMI05",23,1381.73178571429,31.5357142857143,4.8125,1,8,28,10,1
"2109","SF KOKKOLA05",22,1270.72425531915,31.9787234042553,5.48936170212766,2,14,47,22,1
"2110","SF KOTKA06",22,1455.11214285714,32.3285714285714,5.25357142857143,2,20,70,33,1
"2111","SF KUOPIO08",21,1164.18302521008,29.8655462184874,4.88865546218487,3,38,119,51,2
"2112","SF KUOPIO12",22,1392.88676829268,31.1768292682927,5.48628048780488,4,56,328,133,2
"2113","SF LAHTI11",22,1081.55519230769,28.5384615384615,4.48076923076923,2,27,104,54,2
"2114","SF LAPPEEN01",23,1145.20371794872,34.2371794871795,5.41826923076923,2,22,156,60,1
"2115","SF LAPPEEN07",22,1422.75957446809,32.8510638297872,4.87765957446809,2,13,47,24,1
"2116","SF MARIEHA04",23,471.25,30,3.625,1,1,2,1,1
"2117","SF MIKKELI06",22,1105.71164556962,27.8227848101266,4.68670886075949,2,24,79,38,1
"2118","SF OULU01",22,1340.31027681661,29.3460207612457,5.38667820069204,4,56,289,127,2
"2119","SF OULU11",22,1455.31573964497,29.8639053254438,4.84467455621302,2,37,169,61,2
"2120","SF PORI08",21,1081.3515,26.41,4.315,2,15,100,39,1
"2121","SF ROVANIE01",22,1536.64737804878,31.6585365853659,5.70731707317073,3,27,164,77,2
"2122","SF ROVANIE02",22,1164.04237288136,27.8983050847458,4.19067796610169,2,15,59,21,1
"2123","SF SEINAJO06",22,1465.37640625,33.4140625,4.810546875,2,23,128,42,1
"2124","SF TAMPERE01",22,1462.67291970803,34.5,6.0228102189781,3,40,274,106,2
"2125","SF TAMPERE02",23,1358.23427631579,31.3684210526316,5.64638157894737,3,32,304,101,2
"2126","SF TAMPERE06",22,1392.63803468208,30.1618497109827,4.63005780346821,3,34,173,75,2
"2127","SF TURKU01",22,1219.11975609756,28.9390243902439,5.30030487804878,3,42,328,124,2
"2128","SF TURKU02",22,1310.65677018634,32.2732919254658,5.69875776397516,5,37,161,72,2
"2129","SF TURKU05",22,1227.08014084507,30.9483568075117,4.83098591549296,3,47,213,87,2
"2130","SF VAASA01",22,1180.93620437956,28.4963503649635,4.9963503649635,3,22,137,51,2
"2131","SF VAASA03",22,1120.32857142857,38.2857142857143,4.97857142857143,2,8,35,16,1
"2132","SF VAASA13",21.5,940.999523809524,26.2142857142857,4.10714285714286,2,21,42,19,1
"2133","SF Vantaa06",23,880,30,4,1,1,1,1,1
"2134","SF VANTAA06",21,1261.20476821192,34.6490066225166,5.08609271523179,2,21,151,62,1
"2135","SF XX",22,2023.68461538462,20.8461538461538,4.98076923076923,2,15,39,15,1
"2136","SI CELJE03",21,2349.71428571429,28.4285714285714,5.53571428571429,1,3,7,4,1
"2137","SI CELJE04",21,1391.6,40.6,4.5,2,2,5,3,1
"2138","SI CELJE08",22,2406,30,6,1,1,1,1,1
"2139","SI JESENIC01",23,1386.75,26.25,3.75,1,1,4,2,1
"2140","SI KOPER03",22.5,1330.49711864407,29.0423728813559,4.9364406779661,6,25,118,59,2
"2141","SI Ljublja01",21,1570,30,6,1,1,2,1,1
"2142","SI LJUBLJA01",22,1510.72520964361,31.9737945492662,5.91850104821803,8,85,954,294,2
"2143","SI LJUBLJA07",23,850.293333333333,34,4.16666666666667,1,2,3,1,1
"2144","SI LJUBLJA08",21,865,15,4.16666666666667,1,2,3,2,1
"2145","SI LJUBLJA09",22,1276.03714285714,34.1428571428571,5.19642857142857,1,5,14,9,1
"2146","SI MARIBOR01",22,1473.41699738903,31.4177545691906,5.84334203655352,6,56,383,135,2
"2147","SI MARIBOR02",22,1632.375,27,4.125,1,2,2,2,1
"2148","SI MARIBOR08",27,1704.25,30,4.25,1,1,1,1,1
"2149","SI NOVA-GO01",22,1339.175,23,4.66666666666667,2,5,6,5,1
"2150","SI NOVA-GO04",27,1380,0,6,1,1,1,1,1
"2151","SI NOVO-ME02",21,1904.75,30,4.75,1,1,1,1,1
"2152","SI PORTORO02",21.5,1299.27583333333,27.5833333333333,4.20833333333333,2,3,12,3,1
"2153","SK BANSK-S01",22,0,30,4,1,1,1,1,1
"2154","SK BANSKA01",22,1264.68279569892,34.3333333333333,5.02956989247312,2,23,93,39,1
"2155","SK BANSKA02",23.5,1470,36.5,5.5,2,3,4,4,1
"2156","SK BRATISL01",22,1356.37583333333,34.9722222222222,5.74305555555556,2,17,72,31,1
"2157","SK BRATISL02",22,1443.43405737705,36.5122950819672,6.5983606557377,4,38,244,92,2
"2158","SK BRATISL03",22,1311.50811764706,34.0235294117647,5.71617647058823,2,15,170,78,1
"2159","SK BRATISL04",22,1212.752,32.0333333333333,4.80833333333333,5,7,30,19,1
"2160","SK BRATISL05",21,1243.04827586207,32.6896551724138,4.73275862068965,2,5,29,14,1
"2161","SK BRATISL08",23,1131.90476190476,30.047619047619,6.59523809523809,2,6,21,11,1
"2162","SK BRATISL13",21,1242.72727272727,25.7272727272727,4.77272727272727,2,4,11,5,1
"2163","SK KOSICE01",22,1704.28846153846,44.0769230769231,8.06730769230769,2,6,26,12,1
"2164","SK KOSICE02",23,1747.46036363636,41.8909090909091,6.60909090909091,2,15,55,25,1
"2165","SK KOSICE03",22,1609.15473684211,31.4473684210526,5.27631578947368,2,16,38,20,1
"2166","SK KOSICE04",22,2000,16.0909090909091,5,1,2,11,1,1
"2167","SK LIPTOV01",21,1465,9.66666666666667,3.5,2,2,3,2,1
"2168","SK NITRA01",21,1328.96774193548,33.6129032258064,5.5241935483871,3,14,31,14,1
"2169","SK NITRA02",23,1633.34259259259,36.8148148148148,5.59722222222222,2,14,54,23,1
"2170","SK PRESOV01",22,1570.73705882353,31.9411764705882,4.66666666666667,2,12,51,14,1
"2171","SK PRESOV02",23,1485.71428571429,20,3.71428571428571,1,2,7,2,1
"2172","SK RUZOMBE01",21,1380.62068965517,29.0689655172414,4.82758620689655,3,10,29,14,1
"2173","SK SKALICA01",22,1628.9,29.4,4.55,2,1,5,3,1
"2174","SK TRENCIN01",21,1088.565,27.75,4.078125,2,5,16,6,1
"2175","SK TRENCIN02",22,838.24,20,3.5625,1,1,4,2,1
"2176","SK TRNAVA01",20.5,1523.5,31.5714285714286,5.5,2,7,28,12,1
"2177","SK TRNAVA02",21,1041.58428571429,29.1428571428571,5.28571428571429,2,2,7,5,1
"2178","SK ZILINA01",22,1421.213375,29.85,4.89375,4,23,80,32,2
"2179","SK ZVOLEN01",22,987.857142857143,25.8571428571429,4.35714285714286,1,4,7,4,1
"2180","TR ADANA01",23,1606.74765625,44.328125,6.4296875,2,17,64,23,1
"2181","TR ADIYAMA01",22,1615,7.5,5,1,2,2,2,1
"2182","TR AFYON01",22,2124.88181818182,37,6.40909090909091,2,7,11,7,1
"2183","TR AKSARAY01",21,1051.32,28,3.875,1,1,2,1,1
"2184","TR AMASYA01",20,1051.32,27,4,1,1,1,1,1
"2185","TR ANKARA01",23,1592.47018867925,35.7547169811321,6.20283018867925,3,22,53,38,1
"2186","TR ANKARA02",22,1214.01238095238,40.4285714285714,6.29761904761905,4,18,42,18,1
"2187","TR Ankara03",26,1000,30,5,1,1,1,1,1
"2188","TR ANKARA03",22,1176.21688311688,27.5584415584416,5.51948051948052,3,31,77,53,2
"2189","TR ANKARA04",23,1273.9914159292,32.9115044247788,5.21017699115044,3,26,113,49,2
"2190","TR ANKARA05",20,1218.57142857143,32.5714285714286,4.92857142857143,2,5,7,4,1
"2191","TR ANKARA06",22,1048.80709677419,29.2903225806452,3.95161290322581,2,12,31,10,1
"2192","TR ANKARA07",22,1155.70883495146,31.6407766990291,4.78640776699029,2,24,103,46,1
"2193","TR ANKARA10",22,1140,28.6666666666667,4.16666666666667,1,3,3,3,1
"2194","TR ANKARA13",22.5,1642.625,33.375,4.46875,1,4,8,4,1
"2195","TR ANKARA14",25,0,0,4.5,1,1,1,1,1
"2196","TR ANTALYA01",22,1415.55183098592,33.9577464788732,5.24295774647887,2,29,71,31,2
"2197","TR AYDIN01",21,1786.34121212121,35.6969696969697,5.18939393939394,2,12,33,10,1
"2198","TR BALIKES01",22,1997.14285714286,38.4285714285714,4.57142857142857,1,4,14,3,1
"2199","TR BILECIK01",25,1336.66666666667,33,5.66666666666667,1,2,3,2,1
"2200","TR BOLU01",22,1209.9,31.9,4.625,2,11,20,11,1
"2201","TR BURDUR01",24,1476.25,46,6.875,1,3,4,2,1
"2202","TR BURSA01",22.5,1406.27692307692,32.7692307692308,5.45192307692308,3,21,26,17,1
"2203","TR CANAKKA01",23,1089.425,30,4.39166666666667,2,13,30,14,1
"2204","TR CORUM01",20.5,1737.5,33,4.25,2,2,4,2,1
"2205","TR DENIZLI01",21.5,1484.9871875,26.5625,4.34375,2,12,32,11,1
"2206","TR DIYARBA01",22.5,1500,30,5,1,2,4,1,1
"2207","TR DUZCE01",23,1980,26,5.5,1,1,1,1,1
"2208","TR EDIRNE01",22,1454.71428571429,31.1428571428571,4.21428571428571,1,3,7,4,1
"2209","TR ELAZIG01",22.5,1485.33333333333,30,4,2,4,6,4,1
"2210","TR ERZINCA01",25,1380,16,6,1,1,1,1,1
"2211","TR ERZURUM01",20,1815,22.25,4.8125,2,2,4,3,1
"2212","TR ESKISEH01",22,1559.97387596899,36.5581395348837,5.89922480620155,4,39,129,52,2
"2213","TR ESKISEH02",24,1556,34,4.7,2,3,5,3,1
"2214","TR GAZIANT01",26,1461.05555555556,46.6666666666667,6.61111111111111,2,3,9,4,1
"2215","TR GAZIANT02",21,2506.25,31.6,5.25,1,2,5,2,1
"2216","TR GIRESUN01",21,2100,30,4,1,1,7,1,1
"2217","TR HATAY01",21.5,1337.85714285714,32,4.67857142857143,1,8,14,7,1
"2218","TR ISPARTA01",22,1825.09055555556,36.0833333333333,5.72222222222222,2,20,36,19,1
"2219","TR ISTANBU01",23,1243.11357615894,29.4470198675497,5.39155629139073,4,43,302,105,2
"2220","TR ISTANBU02",21,1122.50005524862,34.6408839779006,6.72651933701657,3,21,181,67,2
"2221","TR ISTANBU03",23,1374.27581993569,31.6623794212219,6.07315112540193,4,40,311,114,2
"2222","TR ISTANBU04",23,1255.17116719243,29.7287066246057,5.63880126182965,5,36,317,104,2
"2223","TR ISTANBU05",23,1340.63360433604,31.8834688346883,6.12059620596206,4,54,369,126,2
"2224","TR ISTANBU06",23,1335.67891891892,32.7297297297297,6.3963963963964,2,18,111,60,1
"2225","TR ISTANBU07",23,1447.62758389262,35.1006711409396,6.51174496644295,3,30,149,70,2
"2226","TR ISTANBU08",22,1275.23783783784,34.6126126126126,5.76576576576577,3,28,111,55,2
"2227","TR ISTANBU09",23,1129.57727272727,26.3863636363636,4.375,3,19,44,20,1
"2228","TR ISTANBU10",23,1386,36,3.5,1,1,3,1,1
"2229","TR ISTANBU11",22,1212.22613168724,29.7407407407407,4.9917695473251,3,34,243,99,2
"2230","TR ISTANBU12",22,1210.95940298507,33.0597014925373,5.05223880597015,2,19,67,27,1
"2231","TR ISTANBU13",22,1380.9262195122,31.280487804878,5.17987804878049,2,23,82,32,1
"2232","TR ISTANBU14",22,1252.1235,27.85,5.0625,3,9,20,14,1
"2233","TR ISTANBU15",21,1306.43333333333,28.1333333333333,4.73333333333333,2,7,15,8,1
"2234","TR ISTANBU16",22,1269.70019230769,26.5961538461538,5.20192307692308,2,19,52,23,1
"2235","TR ISTANBU17",23,1077.3197740113,28.0112994350282,4.76412429378531,3,28,177,61,2
"2236","TR ISTANBU18",22,1272.8288,24.32,4.88,2,12,25,15,1
"2237","TR ISTANBU19",22,1464.94336956522,29.5,5.45108695652174,4,24,92,35,2
"2238","TR ISTANBU20",22,1341.46851851852,29.4592592592593,5.30740740740741,3,30,135,56,2
"2239","TR ISTANBU21",22,1209.34133757962,27.6210191082803,5.01831210191083,3,44,314,111,2
"2240","TR ISTANBU22",22,1440.76852941176,29.0294117647059,5.11029411764706,2,17,34,18,1
"2241","TR Istanbu25",23,1245.95,31.5,5,1,1,2,1,1
"2242","TR ISTANBU25",21.5,1614.18388888889,35.7222222222222,6.15740740740741,5,23,54,24,2
"2243","TR ISTANBU26",24,982.5,34.75,5.25,2,2,4,2,1
"2244","TR ISTANBU27",21.5,1068.02,0,4,1,1,2,1,1
"2245","TR ISTANBU29",21.5,1696.01,35.5,5.8125,2,7,16,8,1
"2246","TR ISTANBU31",23,1228.72130434783,28.6086956521739,4.85869565217391,1,9,23,13,1
"2247","TR ISTANBU32",22,1615,31,4.25,1,1,3,1,1
"2248","TR ISTANBU33",21.5,1263.33333333333,15.4166666666667,4.5625,2,6,12,6,1
"2249","TR ISTANBU35",25.5,1124.782,25.6,4.3,2,4,10,4,1
"2250","TR ISTANBU37",21,1690,25,3.6,1,1,5,2,1
"2251","TR ISTANBU39",21,1920,30,4,1,2,3,1,1
"2252","TR IZMIR01",22,1151.24725490196,30.7549019607843,4.85294117647059,3,34,102,50,2
"2253","TR IZMIR02",22,1215.00528735632,32.3620689655172,5.11637931034483,3,48,174,68,2
"2254","TR IZMIR03",23,1471.16923076923,30.0769230769231,5,2,9,13,11,1
"2255","TR IZMIR04",22,1105.39588235294,30.6470588235294,4.83823529411765,2,15,51,26,1
"2256","TR IZMIR05",22,1371.92418367347,35.6632653061224,5.64030612244898,3,23,98,49,2
"2257","TR IZMIR06",22,1364,35.1,4.475,1,5,10,4,1
"2258","TR IZMIR07",22.5,1475.284,23.2,4,1,4,10,5,1
"2259","TR KAHRAMA01",21,920,31,4,1,1,1,1,1
"2260","TR KARABUK01",21,1763.77529411765,31.2352941176471,4.61764705882353,1,4,17,5,1
"2261","TR KARAMAN01",22,3063.5,25,6.5,1,1,2,1,1
"2262","TR KASTAMO01",22,2491,45,6.5,1,2,2,2,1
"2263","TR KAYSERI01",22.5,998.0575,32.5,5.1875,2,2,4,3,1
"2264","TR KAYSERI02",22,1409.245,26.5,4.25,2,2,2,2,1
"2265","TR KIRIKKA01",21,1460,30.2,4.5,1,3,5,3,1
"2266","TR KOCAELI01",24,1276,38,5.2,1,5,5,4,1
"2267","TR KOCAELI02",22,1556.78571428571,35.6785714285714,6.16964285714286,2,13,28,18,1
"2268","TR KONYA01",23,1597.25,29.8125,5.0546875,2,11,32,9,1
"2269","TR KUTAHYA01",21.5,1266.875,38.375,6.84375,2,6,8,4,1
"2270","TR MALATYA01",23,1034.00666666667,10,3.66666666666667,2,1,3,2,1
"2271","TR MANISA01",20,1750,24.5,4.375,1,1,4,1,1
"2272","TR MERSIN01",23.5,2093.69,40.5714285714286,6.51785714285714,2,9,14,10,1
"2273","TR MERSIN02",20.5,1299.08333333333,32.1666666666667,5.20833333333333,1,5,12,5,1
"2274","TR MUGLA01",22,1170.072,25.52,5.27,1,9,25,8,1
"2275","TR NEVSEHI02",23,1307.08333333333,48.3333333333333,7.04166666666667,1,4,6,3,1
"2276","TR NIGDE01",21,1357.9375,28.375,3.875,1,3,8,2,1
"2277","TR SAKARYA01",23,1480.67057142857,38.3714285714286,6.38928571428571,2,25,70,22,1
"2278","TR SAMSUN01",23,1632.62037037037,40.2592592592593,6.10185185185185,2,16,27,14,1
"2279","TR SINOP01",21,1912.5,33,4.75,1,1,2,1,1
"2280","TR TRABZON01",21,1488.70625,37.375,5.75,2,9,16,9,1
"2281","TR VAN01",22,568.75,30,4.375,1,2,2,1,1
"2282","TR XX",21,1472,30,4,1,1,1,1,1
"2283","TR YALOVA01",21.5,1772.875,32.75,6.1875,1,4,4,4,1
"2284","UK ABERDEE01",22,1207.2049375,33.459375,5.625,1,49,320,118,2
"2285","UK ABERDEE03",22,982.420608695652,29.9391304347826,4.31086956521739,3,25,115,49,2
"2286","UK ABERYST01",22,1371.01495798319,34.2857142857143,6.40966386554622,3,24,119,50,2
"2287","UK BANGOR01",21,1109.1580620155,35.2945736434108,5.43798449612403,2,25,129,56,2
"2288","UK BATH01",22,1211.90661870504,37.2661870503597,6.10971223021583,1,26,139,59,2
"2289","UK BATH02",22,1239.59148148148,32.2222222222222,4.80555555555556,1,12,27,12,1
"2290","UK BELFAST01",22,1314.87475113122,35.9276018099548,5.99434389140271,1,42,221,93,2
"2291","UK BELFAST04",22,875.616976744186,26.7441860465116,3.68023255813953,1,9,43,14,1
"2292","UK BELFAST05",22,1053.8642,29.78,3.66,2,9,50,23,1
